400899378,Heat,Magic,108,96
STARTERS,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Luke Babbitt,SF,1,19,3-10,2-6,0-0,0,1,1,2,0,0,0,1,+12,8
Justise Winslow,SF,1,34,7-15,0-2,1-1,3,5,8,4,1,2,2,4,+15,15
Hassan Whiteside,C,1,31,9-16,0-0,0-4,4,10,14,1,0,4,1,3,+5,18
Goran Dragic,PG,1,29,7-15,0-1,2-2,3,3,6,6,0,0,3,4,-2,16
Dion Waiters,SG,1,34,4-13,0-1,1-2,1,5,6,4,0,0,1,2,+5,9
BENCH,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
James Johnson,PF,0,25,4-8,2-4,1-1,0,2,2,6,0,0,1,1,+0,11
Willie Reed,C,0,17,5-6,0-0,0-0,3,3,6,1,0,1,0,1,+7,10
Rodney McGruder,SG,0,24,1-3,0-1,4-5,1,2,3,0,2,0,1,4,+15,6
Tyler Johnson,SG,0,28,7-11,0-1,1-1,1,5,6,3,2,0,1,2,+3,15
Derrick Williams,PF,0,DNP-COACH'S DECISION
Udonis Haslem,PF,0,DNP-COACH'S DECISION
Josh McRoberts,PF,0,DNP-COACH'S DECISION
Josh Richardson,SF,0,DNP-SPRAINED RIGHT MCL
TEAM,,,,47-97,4-16,10-16,16,36,52,27,5,7,10,22,,108
 ,,,,48.5%,25.0%,62.5%
STARTERS,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Serge Ibaka,PF,1,36,6-17,2-4,0-0,2,6,8,0,0,1,0,3,-16,14
Aaron Gordon,PF,1,35,5-12,2-3,0-0,2,6,8,4,1,1,3,1,-11,12
Nikola Vucevic,C,1,36,7-14,0-0,3-4,5,9,14,3,2,0,1,3,+0,17
Elfrid Payton,PG,1,38,4-12,0-2,8-8,2,2,4,5,0,2,4,1,-4,16
Evan Fournier,SG,1,39,7-19,2-6,4-7,1,3,4,4,2,0,1,3,-3,20
BENCH,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Mario Hezonja,SF,0,14,1-5,0-0,1-2,2,1,3,2,0,0,0,1,-7,3
Jeff Green,SF,0,25,2-7,0-2,3-4,1,2,3,1,0,0,1,1,-8,7
D.J. Augustin,PG,0,17,2-3,0-1,3-3,0,1,1,1,0,0,1,2,-11,7
Arinze Onuaku,PF,0,DNP-COACH'S DECISION
Damjan Rudez,SF,0,DNP-COACH'S DECISION
Bismack Biyombo,C,0,DNP-SUSPENDED BY LEAGUE
C.J. Watson,PG,0,DNP-COACH'S DECISION
CJ Wilcox,SG,0,DNP-COACH'S DECISION
TEAM,,,,34-89,6-18,22-28,15,30,45,20,5,4,11,15,,96
 ,,,,38.2%,33.3%,78.6%

400899383,Magic,Pacers,104,117
STARTERS,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Serge Ibaka,PF,1,32,8-17,0-5,1-2,2,4,6,1,1,2,0,2,-21,17
Aaron Gordon,PF,1,28,4-10,1-5,4-4,2,4,6,0,2,1,2,4,-4,13
Bismack Biyombo,C,1,23,4-6,0-0,1-1,2,4,6,1,0,0,1,3,-16,9
D.J. Augustin,PG,1,15,2-6,1-4,0-0,0,0,0,3,1,0,1,1,-3,5
Jodie Meeks,SG,1,30,3-9,3-8,2-2,0,3,3,2,0,0,1,1,-14,11
BENCH,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Arinze Onuaku,PF,0,4,0-0,0-0,0-0,1,0,1,2,0,0,0,0,+7,0
Jeff Green,SF,0,23,7-12,3-6,0-0,1,1,2,2,0,0,1,2,-3,17
Mario Hezonja,SF,0,4,1-2,1-1,2-2,0,0,0,0,0,1,0,0,+7,5
Nikola Vucevic,C,0,30,9-18,0-2,0-0,1,10,11,1,1,2,1,4,-4,18
C.J. Watson,PG,0,19,1-6,1-5,0-0,0,4,4,5,1,0,0,2,-4,3
Elfrid Payton,PG,0,29,1-8,0-2,0-0,1,2,3,7,0,1,3,3,-17,2
CJ Wilcox,SG,0,4,2-3,0-0,0-0,0,0,0,1,0,0,0,0,+7,4
Damjan Rudez,SF,0,DNP-STRAINED RIGHT CALF
TEAM,,,,42-97,10-38,10-11,10,32,42,25,6,7,10,22,,104
 ,,,,43.3%,26.3%,90.9%
